Business Legal Name,Assumed Name(s),Street,City,Borough,Postcode,License Type,License Status,License Issue Date,License Expiration Date,Latitude,Longitude,Council District,Community Board,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location
GLUR LLC,GLUR,144 WEST   19 STREET,NEW YORK,Manhattan,10011,Sidewalk,Issued,08/08/2025 02:45:01 PM,08/08/2029 11:59:59 PM,40.740985250791,-73.995918576079,3,104,1014723,1007940064,87,MN0401,POINT (-73.995918576079 40.740985250791)
3321 ASTORIA INC,BAREBURGER,33-21 31 AVENUE,ASTORIA,Queens,11106,Sidewalk,Issued,02/27/2026 01:11:21 PM,02/27/2030 11:59:59 PM,40.763465608974,-73.921643309869,22,401,4436884,4006250001,63,QN0103,POINT (-73.921643309869 40.763465608974)
IHI-NY LLC,ILILI RESTAURANT,236 5 AVENUE,NEW YORK,Manhattan,10001,Sidewalk,Issued,07/18/2025 03:14:55 PM,07/18/2029 11:59:59 PM,40.744226221827,-73.987636037808,3,105,1015687,1008290036,58,MN0501,POINT (-73.987636037808 40.744226221827)
HUMMUS ON 6TH LLC,HUMMUS & PITA CO,585 AVENUE OF THE AMERICAS,NEW YORK,Manhattan,10011,Sidewalk,Issued,02/28/2025 09:05:58 AM,02/28/2029 11:59:59 PM,40.739025479377,-73.99563361881,3,104,1014582,1007920038,81,MN0401,POINT (-73.99563361881 40.739025479377)
"PEDRO'S BAR & RESTAURANT, INC",PEDRO'S,73 JAY STREET,BROOKLYN,Brooklyn,11201,Sidewalk,Issued,02/13/2026 03:51:57 PM,02/13/2030 11:59:59 PM,40.702516637482,-73.986673629017,33,302,3000091,3000410001,21,BK0202,POINT (-73.986673629017 40.702516637482)
NATSU INC,TAKAHACHI TRIBECA,145 DUANE STREET,NEW YORK,Manhattan,10013,Sidewalk,Issued,02/27/2026 02:24:18 PM,02/27/2030 11:59:59 PM,40.716424879968,-74.008015534265,1,101,1001609,1001470009,33,MN0102,POINT (-74.008015534265 40.716424879968)
FOODANCE FESTIVAL LLC,FOODANCE RESTAURANT,468 WEST   47 STREET,NEW YORK,Manhattan,10036,Sidewalk,Issued,07/18/2025 03:10:41 PM,07/18/2029 11:59:59 PM,40.762358503663,-73.992134140048,3,104,1026514,1010560061,127,MN0402,POINT (-73.992134140048 40.762358503663)
HOLE IN THE WALL WILLIAMSBURG LLC,HOLE IN THE WALL,292 BEDFORD AVENUE,BROOKLYN,Brooklyn,11249,Roadway,Issued,08/08/2025 02:49:08 PM,08/08/2029 11:59:59 PM,40.71435459521,-73.961391723247,34,301,3062776,3023927504,551,BK0102,POINT (-73.961391723247 40.71435459521)
TRADITA CORP,CKA KA QELLU,2321 HUGHES AVENUE,BRONX,Bronx,10458,Roadway,Issued,02/13/2026 03:31:44 PM,02/13/2030 11:59:59 PM,40.853808561184,-73.888037810481,15,206,2012130,2030730028,391,BX0603,POINT (-73.888037810481 40.853808561184)
VARIETY CAFE INC,VARIETY COFFEE ROASTERS,142 DRIGGS AVENUE,BROOKLYN,Brooklyn,11222,Roadway,Issued,10/03/2025 01:50:22 PM,10/03/2029 11:59:59 PM,40.72307866892,-73.944286089047,33,301,3067073,3026860045,591,BK0101,POINT (-73.944286089047 40.72307866892)
CANTINA CUBANA LLC,CANTINA CUBANA,17 AVENUE B,NEW YORK,Manhattan,10009,Sidewalk,Issued,02/20/2026 03:01:17 PM,02/20/2030 11:59:59 PM,40.722105622377,-73.983361472813,2,103,1004587,1003850001,2202,MN0303,POINT (-73.983361472813 40.722105622377)
"ST TROPEZ WINE BAR, LLC",ST. TROPEZ,302 WEST    4 STREET,NEW YORK,Manhattan,10014,Roadway,Issued,04/04/2025 04:35:24 PM,04/04/2029 11:59:59 PM,40.73699163099,-74.003760024616,3,102,1011388,1006240053,77,MN0203,POINT (-74.003760024616 40.73699163099)
PISTICCI RESTAURANT CORP,PISTICCI RESTAURANT,125 LA SALLE STREET,NEW YORK,Manhattan,10027,Roadway,Issued,05/02/2025 02:16:19 PM,05/02/2029 11:59:59 PM,40.81405755657,-73.960361854501,7,109,1059866,1019930112,211,MN0901,POINT (-73.960361854501 40.81405755657)
HOST 132 LLC,CAFE MAUD,132 2 AVENUE,NEW YORK,Manhattan,10003,Sidewalk,Issued,04/04/2025 03:05:39 PM,04/04/2029 11:59:59 PM,40.728674384957,-73.987599246192,2,103,1006360,1004500001,38,MN0303,POINT (-73.987599246192 40.728674384957)
THE BEER GARAGE LLC,THE BEER GARAGE,412 DOUGLASS STREET,BROOKLYN,Brooklyn,11217,Roadway,Issued,07/03/2025 01:25:40 PM,07/03/2029 11:59:59 PM,40.678482371945,-73.979662554113,39,306,3019356,3009460045,131,BK0602,POINT (-73.979662554113 40.678482371945)
158 BEARD STREET BREWING INC,KEG & LANTERN BREWING,158 BEARD STREET,BROOKLYN,Brooklyn,11231,Roadway,Issued,06/27/2025 08:03:45 PM,06/27/2029 11:59:59 PM,40.675568112617,-74.015963527707,38,306,3008851,3006030033,5301,BK0601,POINT (-74.015963527707 40.675568112617)
THE WOLFE ON AMSTERDAM INC,THE WOLFE,425 AMSTERDAM AVENUE,NEW YORK,Manhattan,10024,Sidewalk,Issued,10/10/2025 01:40:27 PM,10/10/2029 11:59:59 PM,40.784048398195,-73.977651341293,6,107,1031950,1012110003,165,MN0702,POINT (-73.977651341293 40.784048398195)
FLEXIBLE FISH CORP,BLUE RIBBON SUSHI,119 SULLIVAN STREET,NEW YORK,Manhattan,10012,Roadway,Issued,07/03/2025 01:14:04 PM,07/03/2029 11:59:59 PM,40.726053772095,-74.002695082161,1,102,1007780,1005030012,49,MN0201,POINT (-74.002695082161 40.726053772095)
ACBP SOHA LLC,ARTS & CRAFTS BEER PARLOR,1135 AMSTERDAM AVENUE,NEW YORK,Manhattan,10025,Sidewalk,Issued,12/20/2024 10:05:54 AM,12/20/2028 11:59:59 PM,40.806696410041,-73.961124830344,7,109,1056058,1018670074,20101,MN0901,POINT (-73.961124830344 40.806696410041)
DAVIS AND DEVORE GROUP LLC,TEDDY'S BAR & GRILL,96 BERRY STREET,BROOKLYN,Brooklyn,11249,Roadway,Issued,08/29/2025 01:49:45 PM,08/29/2029 11:59:59 PM,40.719269406542,-73.958336915049,33,301,3061759,3023100030,557,BK0102,POINT (-73.958336915049 40.719269406542)
340 WEST 46TH STREET CORP,LE RIVAGE,340 WEST   46 STREET,NEW YORK,Manhattan,10036,Roadway,Issued,10/03/2025 01:31:57 PM,10/03/2029 11:59:59 PM,40.760299693312,-73.989167180685,3,104,1025020,1010360049,12101,MN0402,POINT (-73.989167180685 40.760299693312)
DELTA 510 CORP,11TH ST BAR,510 EAST   11 STREET,NEW YORK,Manhattan,10009,Roadway,Issued,06/27/2025 07:09:13 PM,06/27/2029 11:59:59 PM,40.728215152107,-73.981281738153,2,103,1005123,1004040009,34,MN0303,POINT (-73.981281738153 40.728215152107)
BANDE A PART LLC,PETIT PAULETTE,136 DEKALB AVENUE,BROOKLYN,Brooklyn,11217,Roadway,Issued,09/05/2025 01:19:25 PM,09/05/2029 11:59:59 PM,40.689716017003,-73.975955854498,35,302,3058809,3020990041,33,BK0203,POINT (-73.975955854498 40.689716017003)
"SHIP WRECKED BAR AND GRILL, INC.",WICKED WILLY'S,149 BLEECKER STREET,NEW YORK,Manhattan,10012,Roadway,Issued,01/02/2026 01:50:07 PM,01/02/2030 11:59:59 PM,40.728268828151,-73.999357776932,2,102,1008649,1005370036,65,MN0202,POINT (-73.999357776932 40.728268828151)
GREENSTICK CORP,LEGENDS NYC,6 WEST   33 STREET,NEW YORK,Manhattan,10001,Roadway,Issued,10/03/2025 01:32:40 PM,10/03/2029 11:59:59 PM,40.747931395517,-73.985462691098,4,105,1083631,1008340049,76,MN0501,POINT (-73.985462691098 40.747931395517)
CHEESEBOAT LLC,CHEESEBOAT,80 BERRY STREET,BROOKLYN,Brooklyn,11249,Roadway,Issued,08/08/2025 02:41:55 PM,08/08/2029 11:59:59 PM,40.719820886998,-73.957741325522,33,301,3061661,3023030040,557,BK0102,POINT (-73.957741325522 40.719820886998)
RUBY'S WILLIAMSBURG LLC,LITTLE RUBY'S WILLIAMSBURG,98 BERRY STREET,BROOKLYN,Brooklyn,11249,Roadway,Issued,03/06/2026 10:42:32 AM,03/06/2030 11:59:59 PM,40.719104784575,-73.958513785716,33,301,3324819,3023180017,557,BK0102,POINT (-73.958513785716 40.719104784575)
GFLC MARKET LLC,GREENPOINT FISH & LOBSTER CO.,114 NASSAU AVENUE,BROOKLYN,Brooklyn,11222,Sidewalk,Issued,07/18/2025 03:13:34 PM,07/18/2029 11:59:59 PM,40.724280415005,-73.949202482845,33,301,3066776,3026810009,571,BK0101,POINT (-73.949202482845 40.724280415005)
SUNDAY IN BROOKLYN LLC,SUNDAY IN BROOKLYN,348 WYTHE AVENUE,BROOKLYN,Brooklyn,11249,Sidewalk,Issued,02/21/2025 10:01:50 AM,02/21/2029 11:59:59 PM,40.71416368276,-73.965208282135,33,301,3321284,3024150026,551,BK0102,POINT (-73.965208282135 40.71416368276)
"OPERATION CRAFT I, LLC",THE GREATS OF CRAFT,983 1 AVENUE,NEW YORK,Manhattan,10022,Sidewalk,Issued,02/13/2026 03:33:18 PM,02/13/2030 11:59:59 PM,40.756284590616,-73.964402931569,4,106,1071924,1013467503,98,MN0604,POINT (-73.964402931569 40.756284590616)
LV TAPAS INC,LA VARA,268 CLINTON STREET,BROOKLYN,Brooklyn,11201,Roadway,Issued,10/03/2025 01:31:22 PM,10/03/2029 11:59:59 PM,40.687807095557,-73.995748764833,39,306,3003234,3003010026,45,BK0601,POINT (-73.995748764833 40.687807095557)
ROMAGICA CORP,CELESTE,502 AMSTERDAM AVENUE,NEW YORK,Manhattan,10024,Roadway,Issued,07/18/2025 03:05:14 PM,07/18/2029 11:59:59 PM,40.786548503077,-73.975852138569,6,107,1033110,1012320031,171,MN0702,POINT (-73.975852138569 40.786548503077)
KNR PARTNERS LLC,BUSHNIWA,250 VARET STREET,BROOKLYN,Brooklyn,11206,Sidewalk,Issued,11/12/2024 09:39:04 AM,11/12/2028 11:59:59 PM,40.704147793959,-73.933600936746,34,301,3071584,3031180014,485,BK0104,POINT (-73.933600936746 40.704147793959)
78 5TH AVENUE KAFENEIO INC,ARISTON FLOWERS & CAFE,78 5 AVENUE,NEW YORK,Manhattan,10011,Sidewalk,Issued,02/27/2026 01:07:32 PM,02/27/2030 11:59:59 PM,40.735704232923,-73.993840463019,2,102,1009718,1005770041,63,MN0202,POINT (-73.993840463019 40.735704232923)
BRIDGE 72 LLC,HENRY'S END,72 HENRY STREET,BROOKLYN,Brooklyn,11201,Sidewalk,Issued,01/03/2025 10:27:11 AM,01/03/2029 11:59:59 PM,40.698647035422,-73.992448228732,33,302,3001696,3002260021,1,BK0201,POINT (-73.992448228732 40.698647035422)
Johnson 369 Corp.,THE JOHNSON'S,369 TROUTMAN STREET,BROOKLYN,Brooklyn,11237,Roadway,Issued,04/04/2025 04:52:12 PM,04/04/2029 11:59:59 PM,40.705791201518,-73.923640988542,34,304,3072402,3031760053,447,BK0401,POINT (-73.923640988542 40.705791201518)
CUS MF POWERHOUSE LLC,COYOTE UGLY SALOON,233 EAST   14 STREET,NEW YORK,Manhattan,10003,Sidewalk,Issued,02/06/2026 11:08:00 AM,02/06/2030 11:59:59 PM,40.732936860994,-73.986328346398,2,106,1019509,1008960016,48,MN0602,POINT (-73.986328346398 40.732936860994)
TK RESTAURANT CORP,SQUARE DINER,33 LEONARD STREET,NEW YORK,Manhattan,10013,Roadway,Issued,07/03/2025 01:24:49 PM,07/03/2029 11:59:59 PM,40.718406647231,-74.007348393635,1,101,1079304,1001790042,33,MN0102,POINT (-74.007348393635 40.718406647231)
753 WASHINGTON TRATTORIA INC,MALAPARTE,753 WASHINGTON STREET,NEW YORK,Manhattan,10014,Roadway,Issued,10/31/2025 11:36:08 AM,10/31/2029 11:59:59 PM,40.736834944495,-74.008248940491,3,102,1011930,1006350011,79,MN0203,POINT (-74.008248940491 40.736834944495)
NF CELLAR INC,CELLAR 36,36 MARKET STREET,NEW YORK,Manhattan,10002,Roadway,Issued,10/10/2025 01:28:56 PM,10/10/2029 11:59:59 PM,40.712532940524,-73.994383683473,1,103,1003283,1002750025,8,MN0301,POINT (-73.994383683473 40.712532940524)
EPSILON 493 CORP.,BLUE HAVEN EAST,493 3 AVENUE,NEW YORK,Manhattan,10016,Roadway,Issued,08/15/2025 03:28:29 PM,08/15/2029 11:59:59 PM,40.745265127216,-73.978440319063,4,106,1020104,1009140003,7002,MN0603,POINT (-73.978440319063 40.745265127216)
SWEET CHURROS INC,HOKKAIDO BAKED CHEESE TART,315 5 AVENUE,NEW YORK,Manhattan,10016,Sidewalk,Issued,05/09/2025 09:17:40 AM,05/09/2029 11:59:59 PM,40.746995448707,-73.985596429598,4,105,1017004,1008610075,74,MN0501,POINT (-73.985596429598 40.746995448707)
203 WEST 19TH TAVERN INC,BEER RUN,203 WEST   19 STREET,NEW YORK,Manhattan,10011,Roadway,Issued,02/13/2026 02:48:14 PM,02/13/2030 11:59:59 PM,40.741800496846,-73.997798674471,3,104,1013980,1007690034,87,MN0401,POINT (-73.997798674471 40.741800496846)
TMK 157 COLUMBUS AVE LLC,THE MIGRANT KITCHEN,157 COLUMBUS AVENUE,NEW YORK,Manhattan,10023,Roadway,Issued,01/09/2026 01:40:32 PM,01/09/2030 11:59:59 PM,40.774310621209,-73.981037659502,6,107,1028260,1011207501,15301,MN0701,POINT (-73.981037659502 40.774310621209)
CENTER BLVD RESTAURANT LLC,AMERICAN BRASS,2-01 50 AVENUE,LONG ISLAND CITY,Queens,11101,Sidewalk,Issued,02/20/2026 02:58:45 PM,02/20/2030 11:59:59 PM,40.743582610058,-73.958534573032,26,402,4533416,4000170028,101,QN0201,POINT (-73.958534573032 40.743582610058)
ORCHARD STREET RESTAURANT MANAGEMENT LLC,SWAN ROOM / CORNER BAR,54 CANAL STREET,NEW YORK,Manhattan,10002,Sidewalk,Issued,01/07/2026 11:33:10 AM,01/07/2030 11:59:59 PM,40.714904277236,-73.991970220231,1,103,1003795,1002940007,16,MN0301,POINT (-73.991970220231 40.714904277236)
180 FRANKLIN LLC,BAR AMERICANO,180 FRANKLIN STREET,BROOKLYN,Brooklyn,11222,Roadway,Issued,01/03/2025 10:18:03 AM,01/03/2029 11:59:59 PM,40.731469715212,-73.95784576292,33,301,3064408,3025400001,565,BK0101,POINT (-73.95784576292 40.731469715212)
NOI DUE INC.,NOI DUE CAFE,491 COLUMBUS AVENUE,NEW YORK,Manhattan,10024,Roadway,Issued,10/10/2025 01:35:34 PM,10/10/2029 11:59:59 PM,40.784914811178,-73.973303313477,6,107,1031245,1011970063,169,MN0702,POINT (-73.973303313477 40.784914811178)
BEVACCO INC,BEVACCO / THE BINC,60 HENRY STREET,BROOKLYN,Brooklyn,11201,Roadway,Issued,08/22/2025 03:05:09 PM,08/22/2029 11:59:59 PM,40.699152056772,-73.992199328813,33,302,3001646,3002210020,1,BK0201,POINT (-73.992199328813 40.699152056772)
GREENWOOD LAKE GROUP LLC,AT THE WALLACE,3612 BROADWAY,NEW YORK,Manhattan,10031,Roadway,Issued,02/13/2026 02:33:02 PM,02/13/2030 11:59:59 PM,40.828723613901,-73.948757479918,7,109,1062060,1020800059,233,MN0903,POINT (-73.948757479918 40.828723613901)
66 IRVING LLC,PETE'S TAVERN,129 EAST   18 STREET,NEW YORK,Manhattan,10003,Roadway,Issued,03/31/2025 02:32:02 PM,03/31/2029 11:59:59 PM,40.73635138988,-73.98668487807,2,106,1080800,1008740023,5,MN0602,POINT (-73.98668487807 40.73635138988)
NOLA RESTAURANT GROUP LLC,LOWERLINE,794 WASHINGTON AVENUE,BROOKLYN,Brooklyn,11238,Sidewalk,Issued,04/04/2025 04:26:07 PM,04/04/2029 11:59:59 PM,40.674160694967,-73.963073406871,35,308,3029402,3011730050,207,BK0801,POINT (-73.963073406871 40.674160694967)
SMS 21 LLC,21 GREENPOINT,21 GREENPOINT AVENUE,BROOKLYN,Brooklyn,11222,Roadway,Issued,04/22/2025 04:22:03 PM,04/22/2029 11:59:59 PM,40.729667119238,-73.959838562901,33,301,3064663,3025560049,565,BK0101,POINT (-73.959838562901 40.729667119238)
MACDOUGAL REST. INC.,OFF THE WAGON,109 MACDOUGAL STREET,NEW YORK,Manhattan,10012,Roadway,Issued,10/24/2025 03:45:08 PM,10/24/2029 11:59:59 PM,40.729759235552,-74.0006999667,2,102,1008729,1005420046,65,MN0202,POINT (-74.0006999667 40.729759235552)
Gourmet Club India Inc,BHATTI INDIAN GRILL,100 LEXINGTON AVENUE,NEW YORK,Manhattan,10016,Sidewalk,Issued,02/13/2026 02:56:27 PM,02/13/2030 11:59:59 PM,40.742205496564,-73.983089386167,2,105,1018167,1008830020,68,MN0602,POINT (-73.983089386167 40.742205496564)
TALEA BEER INC.,TALEA BEER CO.,61 BERGEN STREET,BROOKLYN,Brooklyn,11201,Sidewalk,Issued,05/09/2025 09:33:30 AM,05/09/2029 11:59:59 PM,40.686959690952,-73.991043314572,33,302,3001232,3001930034,43,BK0202,POINT (-73.991043314572 40.686959690952)
BA VICTORY CORP,BUENOS AIRES,513 EAST    6 STREET,NEW YORK,Manhattan,10009,Roadway,Issued,05/02/2025 02:29:35 PM,05/02/2029 11:59:59 PM,40.725240152782,-73.983407588992,2,103,1005113,1004020059,32,MN0303,POINT (-73.983407588992 40.725240152782)
87 ATLANTIC PIZZA CORP,TABLE 87,87 ATLANTIC AVENUE,BROOKLYN,Brooklyn,11201,Roadway,Issued,02/13/2026 03:41:17 PM,02/13/2030 11:59:59 PM,40.69105521085,-73.997277490156,33,302,3002716,3002740016,7,BK0201,POINT (-73.997277490156 40.69105521085)
CEKAJ CORP,AMICI RISTORANTE,165 MULBERRY STREET,NEW YORK,Manhattan,10013,Roadway,Issued,11/07/2025 02:38:56 PM,11/07/2029 11:59:59 PM,40.719828635939,-73.997110363591,1,102,1006968,1004710020,41,MN0201,POINT (-73.997110363591 40.719828635939)
Variety Cafe Inc,VARIETY COFFEE ROASTERS,146 WYCKOFF AVENUE,BROOKLYN,Brooklyn,11237,Roadway,Issued,10/31/2025 11:47:26 AM,10/31/2029 11:59:59 PM,40.70287160305,-73.916950465494,37,304,3074859,3032800031,443,BK0401,POINT (-73.916950465494 40.70287160305)
"POINT GREEN CAFE, INC",LE GAMIN,108 FRANKLIN STREET,BROOKLYN,Brooklyn,11222,Roadway,Issued,01/02/2026 02:58:28 PM,01/02/2030 11:59:59 PM,40.728285592878,-73.957321017451,33,301,3064949,3025690008,561,BK0101,POINT (-73.957321017451 40.728285592878)
TAVA CAFE LLC,BALZEM,202 MOTT STREET,NEW YORK,Manhattan,10012,Roadway,Issued,10/17/2025 03:44:31 PM,10/17/2029 11:59:59 PM,40.721373890009,-73.995548196848,1,102,1007161,1004790014,41,MN0201,POINT (-73.995548196848 40.721373890009)
"BROADWAY 104, LLC",CAFE DU SOLEIL,245 WEST  104 STREET,NEW YORK,Manhattan,10025,Roadway,Issued,01/23/2026 12:11:54 PM,01/23/2030 11:59:59 PM,40.800004290459,-73.968717351713,7,107,1056583,1018760007,191,MN0703,POINT (-73.968717351713 40.800004290459)
HUDSON CORNER LLC,L'ARTUSI / VIA PORTA,522 HUDSON STREET,NEW YORK,Manhattan,10014,Sidewalk,Issued,08/01/2025 01:43:08 PM,08/01/2029 11:59:59 PM,40.733900917469,-74.006256793766,3,102,1011183,1006200001,73,MN0203,POINT (-74.006256793766 40.733900917469)
KARIZMA LOUNGE CORP,KARIZMA LOUNGE,244 EAST   51 STREET,NEW YORK,Manhattan,10022,Roadway,Issued,10/03/2025 01:28:39 PM,10/03/2029 11:59:59 PM,40.755997799021,-73.96927591414,4,106,1038462,1013240131,98,MN0604,POINT (-73.96927591414 40.755997799021)
JANKYBOYZ LLC,JACK'S WIFE FREDA,258 WYTHE AVENUE,BROOKLYN,Brooklyn,11249,Roadway,Issued,08/08/2025 02:49:59 PM,08/08/2029 11:59:59 PM,40.717104235998,-73.963296298852,33,301,3062390,3023570017,555,BK0102,POINT (-73.963296298852 40.717104235998)
MAMOUN FAST FOOD CATERERS INC.,MAMOUN FALAFEL,119 MACDOUGAL STREET,NEW YORK,Manhattan,10012,Roadway,Issued,10/24/2025 03:40:21 PM,10/24/2029 11:59:59 PM,40.730201144472,-74.000321120881,2,102,1008746,1005430021,65,MN0202,POINT (-74.000321120881 40.730201144472)
POPPY'S MARKET LLC,POPPY'S,48 HENRY STREET,BROOKLYN,Brooklyn,11201,Roadway,Issued,06/18/2025 03:37:15 PM,06/18/2029 11:59:59 PM,40.699533567378,-73.992015355884,33,302,3001605,3002160032,1,BK0201,POINT (-73.992015355884 40.699533567378)
GINZA 2 LLC,MARI VANNA,41 EAST   20 STREET,NEW YORK,Manhattan,10003,Roadway,Issued,01/09/2026 01:28:18 PM,01/09/2030 11:59:59 PM,40.738874077713,-73.989047986189,2,105,1016209,1008490029,52,MN0501,POINT (-73.989047986189 40.738874077713)
LEO GRANDPA CORP,LEO,318 GRAND STREET,BROOKLYN,Brooklyn,11211,Roadway,Issued,02/13/2026 03:58:46 PM,02/13/2030 11:59:59 PM,40.712667598609,-73.956613233836,34,301,3062836,3023960001,523,BK0102,POINT (-73.956613233836 40.712667598609)
"SUNDAY TO SUNDAY CAFE, INC",SUNDAY TO SUNDAY,88 ORCHARD STREET,NEW YORK,Manhattan,10002,Roadway,Issued,02/06/2026 01:04:36 PM,02/06/2030 11:59:59 PM,40.717975543539,-73.990295998751,1,103,1005274,1004080010,18,MN0302,POINT (-73.990295998751 40.717975543539)
"M.E.G. RESTAURANT ENTERPRISES, LTD.",NOVITA,102 EAST   22 STREET,NEW YORK,Manhattan,10010,Sidewalk,Issued,07/18/2025 03:24:09 PM,07/18/2029 11:59:59 PM,40.739271772083,-73.986290955574,2,106,1018008,1008770084,68,MN0602,POINT (-73.986290955574 40.739271772083)
MILAN FOODS CORP.,SEA SALT,1123 1 AVENUE,NEW YORK,Manhattan,10065,Sidewalk,Issued,02/06/2026 12:56:03 PM,02/06/2030 11:59:59 PM,40.761191054722,-73.960826611745,5,108,1078371,1014360026,11,MN0801,POINT (-73.960826611745 40.761191054722)
12 CHAIRS BYN LLC,12 CHAIRS CAFE,342 WYTHE AVENUE,BROOKLYN,Brooklyn,11249,Roadway,Issued,10/03/2025 01:21:32 PM,10/03/2029 11:59:59 PM,40.714587318112,-73.965333688057,33,301,3062890,3024030031,551,BK0102,POINT (-73.965333688057 40.714587318112)
NINURTA BAKERY WEST CORP,"HERITAGE GRAND BAKERY, RESTAURANT & PIZZA BAR",8 WEST   40 STREET,NEW YORK,Manhattan,10018,Roadway,Issued,08/15/2025 03:34:03 PM,08/15/2029 11:59:59 PM,40.75237746221,-73.982289137444,4,105,1016048,1008410054,84,MN0502,POINT (-73.982289137444 40.75237746221)
TT & B RESTAURANT INC,L'AMORE,171 MULBERRY STREET,NEW YORK,Manhattan,10013,Roadway,Issued,09/26/2025 12:40:35 PM,09/26/2029 11:59:59 PM,40.720075662525,-73.997012949003,1,102,1006965,1004710017,41,MN0201,POINT (-73.997012949003 40.720075662525)
CORNERSTONE LI INC.,BAGEL EXPRESS II,1228 2 AVENUE,NEW YORK,Manhattan,10065,Sidewalk,Issued,12/19/2025 10:39:50 AM,12/19/2029 11:59:59 PM,40.763985568121,-73.961864623756,5,108,1072488,1014397501,118,MN0801,POINT (-73.961864623756 40.763985568121)
"STREATOR, INC.",CAFE LUXEMBOURG,200 WEST   70 STREET,NEW YORK,Manhattan,10023,Roadway,Issued,03/14/2025 01:46:22 PM,03/14/2029 11:59:59 PM,40.777327365479,-73.982676038222,6,107,1030348,1011580033,15501,MN0701,POINT (-73.982676038222 40.777327365479)
TAIKAI INC,MOMOYA,427 AMSTERDAM AVENUE,NEW YORK,Manhattan,10024,Roadway,Issued,06/06/2025 10:15:25 AM,06/06/2029 11:59:59 PM,40.7840923079,-73.977618827214,6,107,1031951,1012110004,165,MN0702,POINT (-73.977618827214 40.7840923079)
BRAHA HOLDING INC,NADEZHDA,64-06 108 STREET,FOREST HILLS,Queens,11375,Roadway,Issued,01/09/2026 01:53:40 PM,01/09/2030 11:59:59 PM,40.732726423707,-73.849507574282,29,406,4442647,4021490001,743,QN0602,POINT (-73.849507574282 40.732726423707)
PASTA LOUISE RESTAURANT LLC,PASTA LOUISE,803 8 AVENUE,NEW YORK,Manhattan,10019,Roadway,Issued,05/09/2025 09:29:36 AM,05/09/2029 11:59:59 PM,40.761364409897,-73.986784542496,3,104,1025144,1010390032,127,MN0402,POINT (-73.986784542496 40.761364409897)
SULLIVAN STREET PARTNERS I LLC,BAR MOGA,128 WEST HOUSTON STREET,NEW YORK,Manhattan,10012,Roadway,Issued,01/30/2026 01:40:43 PM,01/30/2030 11:59:59 PM,40.727604589578,-74.001270001449,2,102,1008258,1005250032,65,MN0202,POINT (-74.001270001449 40.727604589578)
bande a part llc,CAFE PAULETTE,1 SOUTH ELLIOTT PLACE,BROOKLYN,Brooklyn,11217,Sidewalk,Issued,03/06/2026 10:00:59 AM,03/06/2030 11:59:59 PM,40.689334506332,-73.976017292561,35,302,3058809,3020990041,33,BK0203,POINT (-73.976017292561 40.689334506332)
"CAFFE VETRO, INC",EPISTROPHY,200 MOTT STREET,NEW YORK,Manhattan,10012,Roadway,Issued,01/02/2026 01:41:01 PM,01/02/2030 11:59:59 PM,40.721310761339,-73.995573454398,1,102,1007160,1004790011,41,MN0201,POINT (-73.995573454398 40.721310761339)
M AND G TOGETHER 4 EVER LLC,BURRITO BAR,307311 FLATBUSH AVENUE,BROOKLYN,Brooklyn,11217,Sidewalk,Issued,11/21/2025 01:19:33 PM,11/21/2029 11:59:59 PM,40.687356903538,-73.979834715826,35,302,,,33,BK0203,POINT (-73.979834715826 40.687356903538)
Sugar Beets Inc.,MAMAN,239 CENTRE STREET,NEW YORK,Manhattan,10013,Roadway,Issued,02/20/2026 03:07:18 PM,02/20/2030 11:59:59 PM,40.720185477997,-73.998199829815,1,102,1007006,1004720022,45,MN0201,POINT (-73.998199829815 40.720185477997)
"ANDREAS CH, LLC",DA ANDREA RISTORANTE,160 8 AVENUE,NEW YORK,Manhattan,10011,Roadway,Issued,10/24/2024 09:36:16 AM,10/24/2028 11:59:59 PM,40.742154589856,-74.000757837422,3,104,1013859,1007670071,81,MN0401,POINT (-74.000757837422 40.742154589856)
TIGER ALE LLC,BLIND TIGER,281 BLEECKER STREET,NEW YORK,Manhattan,10014,Sidewalk,Issued,02/27/2026 01:17:58 PM,02/27/2030 11:59:59 PM,40.731779337195,-74.003308706172,3,102,1010152,1005900049,67,MN0203,POINT (-74.003308706172 40.731779337195)
1600 AMSTERDAM HARLEM GROUP LLC,FUMO,1600 AMSTERDAM AVENUE,NEW YORK,Manhattan,10031,Sidewalk,Issued,12/19/2025 10:37:39 AM,12/19/2029 11:59:59 PM,40.821324544808,-73.950475789991,7,109,1079854,1020700036,225,MN0903,POINT (-73.950475789991 40.821324544808)
CAVAN HOSPITALITY INC,JUKE BAR,400 TROUTMAN STREET,BROOKLYN,Brooklyn,11237,Roadway,Issued,05/16/2025 04:04:54 PM,05/16/2029 11:59:59 PM,40.706301376735,-73.923113808715,34,304,3072597,3031880034,447,BK0401,POINT (-73.923113808715 40.706301376735)
NRK CAFE INC,LELABAR,422 HUDSON STREET,NEW YORK,Manhattan,10014,Roadway,Issued,06/18/2025 03:35:46 PM,06/18/2029 11:59:59 PM,40.730478164589,-74.006801296496,3,102,1009774,1005830002,67,MN0203,POINT (-74.006801296496 40.730478164589)
